id,name,class,rank,cost,focusCost,range,isAttack,damage,hasGraze,grazeDamage,hasResistance,resistanceDV,tags,description,isInnate,isHeroicTalent,parent
marksman-heroic-animal-companion,Animal Companion,marksman,0,2,2,,FALSE,,FALSE,,FALSE,10,"heroic,legendary,summon,spell,limitencounter","Conjure an **Animal Companion** in an adjacent free tile. *( You choose its name and appearance.  )*

Your Animal Companion is **Legendary**. It can perform *Basic* **Move, Attack, and Evade** using your **AP**. It gains **1 Turn AP** of its own at the start of your turn. It can perform all *Melee* **Actions** available to you using your Focus Pool.

**Animal Companion** (**ATK** d6, **MAG** d6, **HP** 1/2 Yours, **DEF** 9, **SPD** 4, **FP** 0, **Armor** 2) **1/Round**: When a hostile character triggers a *Trap*, your **Animal Companion** can perform a *Basic* **Move** or **Attack Action** as a **Free Reaction**.",FALSE,TRUE,
paladin-heroic-unstoppable,Unstoppable Force,paladin,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"- Ignore **Disadvantage** when performing **Shield Charge** and **Shield Slam.**

- When you **Shield Charge, Spend 1 Inspiration:** You can move up to three times as far and change directions during this movement.

- When you **Shield Slam, Spend 1 Inspiration:** The target is knocked **Prone**, even on a miss or **Resist.**",FALSE,TRUE,
paladin-heroic-oath-magic,Oath Magic,paladin,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,While in a *Shield Stance:* Your **Magic Bonus** is increased by **1** and you have *Support Spell* **Focus Cost -1** *(min. 1)*.,FALSE,TRUE,
paladin-heroic-pavise-mastery,Pavise Mastery,paladin,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"- When an attack against an allied character benefits from cover provided by your **Pavise:** The allied character gains **Damage Resistance** to that attack, and as a **Reaction:** You can **Spend 1 Inspiration** and that character becomes **Blessed**.",FALSE,TRUE,
paladin-heroic-oathsworn-shield,Oathsworn Shield,paladin,0,2,2,Range 4,TRUE,2[atk],FALSE,,FALSE,10,"heroic,ranged,shield,attack","**On Hit:** **Spend 1 Inspiration:** You may repeat **Oathsworn Shield** as a **Free Action** against a different character, with **Range** originating from the previous target. It has **Flurry,** costs **0 Focus,** and deals no **Bonus Damage.** You may pay this **Inspiration** cost any number of times or until you target the same character an additional time.

**On Damage:** The target makes a **Resistance Roll** or becomes **Prone.**",FALSE,TRUE,
paladin-heroic-dip,Dilletante: Paladin,paladin,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,You gain the **Guardian's Stance** and **Raise Shield Basic Abilities.**,FALSE,TRUE,
warrior-heroic-maneuver,Maneuver Specialist,warrior,0,passive,0,,FALSE,,FALSE,,FALSE,10,reaction,"- You have the **Grapple** and **Shove Abilities** from the **Deck of Towers Generic Abilities.**
- **1/Encounter, when a hostile character makes a Resistance Roll against your Grapple or Shove, Spend 1 Inspiration**: That character automatically fails.",FALSE,TRUE,
warrior-heroic-leap,Heroic Leap,warrior,0,passive,0,,FALSE,,FALSE,,TRUE,10+[tier],heroic,"- When you perform **Battle Charge,** you **Teleport** instead of moving.
- **At the end of this movement, Spend 1 Inspiration:** Adjacent hostile characters make a **Resistance Roll** or suffer 2[atk] **damage** and are **Immobilized 1.** A character that **Resists** suffers half damage and isn't **Immobilized.**",FALSE,TRUE,
warrior-heroic-armsmaster,Master at Arms,warrior,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,**Start of Encounter:** You choose two *Stances* from those available to you instead of one. You gain all benefits of both.,FALSE,TRUE,
warrior-heroic-combat-reflexes,Combat Reflexes,warrior,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"- Your **Attack of Opportunity** is **2/Round** and gains the following additional **Condition:**
- **Condition:** A hostile character becomes adjacent to you during a voluntary *Movement.* *( Movement continues after your attack. )*",FALSE,TRUE,
warrior-heroic-dip,Dilletante: Warrior,warrior,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,You gain **Rearm** and a *Stance* of your choice from the **Warrior's Basic Abilities.**,FALSE,TRUE,
avenger-heroic-shadowbringer,Shadowbreaker,avenger,0,3,0,Line 8,FALSE,3[atk],FALSE,,TRUE,10+[tier],"heroic,melee,weapon","Perform **Shadowbreaker** only during a **Delayed Turn.**

- Hostile characters in the **Line** make a **Resistance Roll** or suffer **Shadowbreaker's** damage and are moved 1 tile to either side of the **Line**. *(You choose which side, if applicable.)*
- A character that **Resists** suffers half damage and isn't moved.",FALSE,TRUE,
avenger-heroic-spite,Inviolate Spite,avenger,0,passive,0,Range 12,FALSE,,FALSE,,FALSE,10,heroic,"When a hostile character within **Range 12** clears **Taunted, Spend 1 Inspiration**: Taunt that character.",FALSE,TRUE,
avenger-heroic-hatred,Burning Hatred,avenger,0,passive,0,,FALSE,,FALSE,,TRUE,10+[tier],heroic,"Your **Hatred** is improved and has the following additional property:
- **Start of Turn:** Deal [tier]+1 **Piercing Damage** to hostile characters within **Hatred.** Those characters make a **Resistance Roll** or are **Taunted.**",FALSE,TRUE,
avenger-heroic-crisis-infinity,Crisis Infinity,avenger,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,**While Battered** - **Start of Turn: Gain 1 AP**. Spend this **AP** only on *Basic* **Actions.**,FALSE,TRUE,
avenger-heroic-dip,Dilettante: Avenger,avenger,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,You gain the **Taunt** and **Shadowbringer** abilities.,FALSE,TRUE,
blademaster-heroic-sword-summoner,Sword Summoner,blademaster,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"**1/Round:** When you deal damage to one or more targets with a *Melee Attack* **Action**, you gain a **Blade Die**. *(It's a d6. You have a maximum of three.)*
- When a hostile character adjacent to you begins a turn, that character takes **Piercing Damage** equal to your number of **Blade Dice**. *(Ignores Armor and Barrier.)*
- When a hostile character within **Range 3** deals damage to you, as a **Free Reaction:** Roll and expend up to two **Blade Dice**. You may choose up to one result, and reduce the damage by that much. You may choose up to one result, and deal that much damage to the triggering character.",FALSE,TRUE,
blademaster-heroic-storm-approachin,Storm Approaching,blademaster,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,Your *Attack* **Actions** have **Flurry.**,FALSE,TRUE,
blademaster-heroic-judgment-cut,Judgment Cut,blademaster,0,0,2,Range 4,TRUE,[mag],FALSE,,FALSE,10,"heroic,melee,weapon,attack,spell","Perform **Judgment Cut** only if your most recent **Action** was a non-**Judgment Cut** *Melee Weapon Attack* **Action** that hit one or more hostile characters.

**Flurry**",FALSE,TRUE,
blademaster-heroic-endless-motivation,Endless Motivation,blademaster,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"**Start of Turn:** Recover 2 **Focus**.

- When you complete a voluntary *Movement,* if you moved away from the most recent hostile character you dealt damage to, lose all **Focus.** *(You moved away from that character If you ended your Movement further away from that character than you began it.)*",FALSE,TRUE,
blademaster-heroic-profuse-bleeding,Profuse Bleeding,blademaster,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"**Savage Blade** confers **+1 Advantage** to the attack.

If your action would inflict **Bleeding** ***x*** to one or more characters, you may **Spend 1 Inspiration**. If you do, increase that amount by one and you inflict **Bleeding** ***+x*** instead.",FALSE,TRUE,
scoundrel-heroic-daredevil,Daredevil,scoundrel,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,Your *non-Finisher* *Attack* **Actions** are *Combo* **Actions** during turns in which you've flown 4 or more spaces. You have the *Special* **Acrobat Action.**,FALSE,TRUE,
scoundrel-heroic-daredevil-special,Daredevil: Acrobat,scoundrel,0,1,0,,FALSE,,FALSE,,FALSE,10,heroic,"You can **Spend 1 Inspiration** rather than pay **Daredevil's AP Cost**.

While moving this turn, you are **Flying**. You can�t change directions while **Flying** this way.",FALSE,TRUE,scoundrel-heroic-daredevil
scoundrel-heroic-invisible-blade,Invisible Blade,scoundrel,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"*Attack* **Actions** you perform while you have **Concealment** have **+1 Advantage.**
When you perform a *Stealth* **Action**, you may **Spend 1 Inspiration**. If you do, you gain Concealment 3 until the end of your next turn.",FALSE,TRUE,
scoundrel-heroic-elegant-finisher,Elegant Finisher,scoundrel,0,passive,0,,FALSE,,FALSE,,FALSE,10,"heroic,bound","Bind to a non-*Combo* *Attack* **Action**.
The Bound *Attack* is a **Finisher** and has the following property:
- Finisher, On Hit: Gain **1 AP**.",FALSE,TRUE,
scoundrel-heroic-elusive,Elusive,scoundrel,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,Your *Basic* **Evade** is **Move 2** and a *Combo* **Action**.,FALSE,TRUE,
scoundrel-heroic-dip,Dilletante: Scoundrel,scoundrel,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,You gain the **Trick Stance** and **Shadow Walk** abilities.,FALSE,TRUE,
arcanimist-heroic-apocalypse,Apocalypse,arcanimist,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"**1/Encounter,** when you perform a *Spell Attack* **Action:** You may **Spend 1 Inspiration**. If you do, any damage dealt by that *Spell* is **Chaos Damage.**",FALSE,TRUE,
arcanimist-heroic-meteor,Meteor,arcanimist,0,3,8,Range 8,FALSE,,FALSE,,FALSE,10,"heroic,spell","**1/Quest, Spend 1 Inspiration:** Characters in a **Size 2 Area** centered on target tile make a **Resistance Roll** or suffer damage and become **Prone.** A character that **Resists** suffers half damage and isn't **Prone.** The **Area** is **Difficult Terrain** for the rest of the encounter.",FALSE,TRUE,
arcanimist-heroic-manaward,Manaward,arcanimist,0,reaction,0,,FALSE,,FALSE,,FALSE,10,"heroic,spell,reaction,limitencounter","**Condition:** You suffer any amount of damage from a single source.

**Effect:** Prevent that damage. You are **Immobilized 1**.",FALSE,TRUE,
arcanimist-heroic-enochian,Enochian,arcanimist,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"**Beginning of Encounter:** Create an **Astral Die** and **Umbral Die.** *(They're d6s with values that begin at ""1"".)*

**When your** *Spell* **Action** confers **Healing** or **Barrier** to one or more characters, **choose one or both:**
- Reduce your **Astral Star**'s value to ""1"" and increase that **Healing** or **Barrier** by **twice the difference.**
- Increase your **Umbral Star's** value by 1.

**When your** *Spell* **Action** deals damage to one or more characters, **choose one or both:**
- Reduce your **Umbral Star's** value to ""1"" and recover **Focus** equal to **one plus the difference.**
- Increase your **Astral Star's** value by 1.",FALSE,TRUE,
arcanimist-heroic-dip,Dilletante: Arcanimist,arcanimist,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,You gain the **Arcane Glyph** and **Arcane Warp** **Basic Abilities.**,FALSE,TRUE,
tactician-sign,Sign,tactician,0,passive,0,,FALSE,,FALSE,,FALSE,10,,You don't suffer **Disadvantage** when using a *Ranged Spell Attack* **Action** while a hostile character is adjacent.,FALSE,FALSE,
tactician-combined-offensive,Combined Offensive,tactician,0,0,0,,FALSE,,FALSE,,FALSE,10,"spell,limitround","You may perform **Combined Offensive** with **1, 2, or 3 AP**. When you perform **Combined Offensive**, choose *Weapon* or *Spell.* Then, perform a corresponding *Attack* **Action** with an **AP Cost** less than or equal to the amount used to perform **Combined Offensive.**

**Then,** perform a *Weapon* **Action** (if you chose *Spell*) or *Spell* **Action** (if you chose *Weapon*) *that* costs **1 AP** as a **Free Action**. You pay all other costs for this **Action.** If this **Action** is also an *Attack*, it must target the same character as the previous **Action.**",FALSE,FALSE,
tactician-stance,Tactician's Stance,tactician,0,passive,0,,FALSE,,FALSE,,FALSE,10,"weapon,stance",*Support Spell* **Focus Cost -1.**,FALSE,FALSE,
tactician-ultimate,Grand Strategy,tactician,0,0,0,,FALSE,,FALSE,,FALSE,10,ultimate,"Hostile characters in a **Size 3 Area** centered on you become **Off Guard.** **For the rest of the encounter, you have the following properties:**

- When performing an **Action** reduces you to 0 **Focus,** recover 2 **Focus.**

- Whenever you perform a *Spell* **Action** or the *Basic* **Study Action**, you or an allied character of your choice within **Range** 12 can perform a *Basic* **Evade Action** as a **Free Reaction**.

- **Start of Turn:** You may perform the *Basic* **Study Action** as a **Free Action**.",FALSE,FALSE,
tactician-heroic-counterspell,Counterspell,tactician,0,reaction,0,Range 6,FALSE,,FALSE,,FALSE,10,"heroic,spell,reaction","**Condition:** A hostile character within **Range 6** performs a *Spell* **Action.**

**Effect:** Prevent that action. You gain [tier] **Focus.** *(The action is treated as if it had no effects. Costs are still paid. If the action was a charged ability, it's no longer charged.)*",FALSE,TRUE,
tactician-heroic-magicshield,Magic Shield,tactician,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"You have a **Block Rating** equal to [tier]+4. Your *Shield* **Actions** are *Spell* **Actions**, using the higher value between [atk] and [mag] where applicable. You can perform *Shield* **Actions** in any **Stance.** Whenever you perform a *Shield* **Action,** you gain the **Ward Reaction** until the start of your next turn.",FALSE,TRUE,
tactician-heroic-magicshield-special,Magic Shield: Ward,tactician,0,reaction,0,,FALSE,,FALSE,,FALSE,10,"special,heroic,shield,reaction,limitround","**Condition**: You are targeted by an *Attack* that would deal 1 or more damage.

**Effect - Focus Cost 1:** Gain **Barrier** equal to your **Block Rating.** If you have no **Barrier** remaining after damage is dealt, you are **Stunned +1.**",FALSE,TRUE,tactician-heroic-magicshield
tactician-heroic-warcaster,War Caster,tactician,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"If you would perform an *Attack* **Action** as a **Reaction,** you may perform a *Spell* **Action** that could target the triggering character instead, and you may **Spend 1 Inspiration** rather than paying the **Focus Cost** for this *Spell* **Action.**",FALSE,TRUE,
tactician-heroic-contingency,Contingency,tactician,0,0,0,,FALSE,,FALSE,,FALSE,10,"heroic,trap,spell","**Spend 1 Inspiration:** Choose an available *Spell* **Action.** You pay its **Focus Cost** and its **AP Cost** reduced by **1 AP** *(min. 1).* Create a **Glyph of Warding**, a *Trap* which stores that spell, in a free tile within **Range 6**. Starting at the beginning of your next turn, you have the **Activate Contingency** Reaction while the Glyph exists.",FALSE,TRUE,
tactician-heroic-contingency-special,Contingency: Activate,tactician,0,reaction,0,,FALSE,,FALSE,,FALSE,10,"special,heroic,trap,reaction","**Condition:** An eligible target of the chosen spell moves onto or becomes adjacent to your **Glyph** or begins their turn on or adjacent to your **Glyph.**

**Effect:** The triggering character triggers your **Glyph.** Destroy the **Glyph** and perform that *Spell* **Action** on the triggering character as a **Reaction** with no **Focus** cost. If it has a range profile, the range profile is drawn from the **Glyph's** tile.",FALSE,TRUE,tactician-heroic-contingency
tactician-heroic-simulation,Simulation,tactician,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"When you **Study** a hostile character, you may roll an **Action Resolution.** **For that character**, the result of that **Action Resolution** is stored until you perform an **Attack Roll** against that character or make a **Resistance Roll** against one of that character's **Actions** or effects.

**When you do:** Instead of performing an **Action Resolution,** use the stored value.",FALSE,TRUE,
tactician-disciplined-tactician,Disciplined Tactician,tactician,1,passive,passive,,FALSE,,FALSE,,FALSE,10,,"Increased **Focus Pool** (+1).

When you **Refocus**, you may **Study** as a **Free Action**.",FALSE,FALSE,
tactician-rune-edge,Rune Edge,tactician,1,1,2,Cleave 2,TRUE,[tier]+2,FALSE,,FALSE,10,"melee,attack","All characters in the **Cleave** become targets.

As you perform **Rune Edge**, you choose if it's a *Weapon* or *Spell* **Action**, both, or neither.",FALSE,FALSE,
tactician-spell-pierce,Spell Pierce,tactician,1,passive,passive,,FALSE,,FALSE,,FALSE,10,limitround,"During your turn, the first *Spell Attack* **Action** you perform has **+1 Advantage**.",FALSE,FALSE,
tactician-embolden,Embolden,tactician,1,1,2,Range 5,FALSE,,FALSE,,FALSE,10,"support,spell","You perform the *Basic* **Aid Action** on an allied character within **Range 5.** You can always choose to give that character **Advantage** when performing **Aid** this way, though you still have to make an **Action Resolution.**

That character also receives **1 Healing.**",FALSE,FALSE,
tactician-heavy-arcane-blast,Heavy Arcane Blast,tactician,2,3,2,Range 4,TRUE,2[mag]+4,FALSE,,FALSE,10,"ranged,spell,attack",,FALSE,FALSE,
tactician-shock,Shock,tactician,2,2,2,Range 4,TRUE,[mag],FALSE,,TRUE,10+[tier],"ranged,spell,attack,limitround","**Flurry**

**On Hit:** The target makes a **Resistance Roll** or is **Stunned +1.**",FALSE,FALSE,
tactician-imperial-eye,Imperial Eye,tactician,2,passive,passive,,FALSE,,FALSE,,FALSE,10,,"When you **Study** a hostile character, the next *Attack* targeting that character has **On Hit:** [tier]+1 **Bonus Damage.**",FALSE,FALSE,
tactician-absorb,Absorb,tactician,3,1,2,Range 4,FALSE,,FALSE,,FALSE,10,"support,spell",You or up to one allied character within **Range** gains **Barrier** [mag]. This **Barrier** isn't lost as turns end.,FALSE,FALSE,
tactician-celerity,Celerity,tactician,3,1,2,,FALSE,,FALSE,,FALSE,10,"support,spell","You or up to one adjacent allied character gain **Haste:** At the beginning of your turn, gain **1 AP**.

**Haste** lasts until the end of the encounter, or until the affected character ends a turn with no AP remaining. *(It's a special Status.)*",FALSE,FALSE,
tactician-divine-eye,Divine Eye,tactician,3,passive,passive,,FALSE,,FALSE,,FALSE,10,limitround,"**1/Round**: When you **Study** a hostile character, that character becomes **Off Guard.**",FALSE,FALSE,
tactician-mind-palace,Mind Palace,tactician,4,passive,passive,,FALSE,,FALSE,,FALSE,10,,"**At the end of your turn:** If you performed the *Basic* **Study Action** and dealt no damage to hostile characters, **recover 2 Focus.**",FALSE,FALSE,
tactician-freedom,Freedom of Movement,tactician,4,1,2,,FALSE,,FALSE,,FALSE,10,"support,spell","You or an adjacent allied character gains **Freedom of Movement** until the end of your next turn. The character ignores **Difficult Terrain** and is immune to **Slowed, Stunned,** and **Immobilized.**

**Sustain** - **Focus Cost: 1** *( Each active instance must be Sustained separately. Freedom of Movement is a special Status. )*",FALSE,FALSE,
tactician-nova,Nova,tactician,4,2,2,Melee,TRUE,[atk]+[mag]+2,FALSE,,FALSE,10,"melee,weapon,attack",All characters in **Range** become targets.,FALSE,FALSE,
tactician-might-and-magic,Might and Magic,tactician,5,passive,passive,,FALSE,,FALSE,,FALSE,10,,"When you perform a *Weapon Attack* **Action,** your next *Spell Attack* **Action** has **+1 Advantage** and deals **+2 Bonus Damage.** *( Does not stack. )*

When you perform a *Spell Attack* **Action,** your next *Weapon Attack* **Action** has **+1 Advantage** and deals **+2 Bonus Damage.** *( Does not stack. )*",FALSE,FALSE,
tactician-visual-calculus,Visual Calculus,tactician,5,2,4,Range 5,FALSE,,FALSE,,FALSE,10,,"Create **Visual Calculus.** It's a **Size 1 Area** centered on target tile.

**For the rest of the encounter:** Hostile characters in the area are **Sundered** and can't perform *Stealth* **Actions** or benefit from **Concealment.**

You have **1 AP:** Move **Visual Calculus** to target tile within **Range** 5.",FALSE,FALSE,
transmuter-elemental-shift,Elemental Shift,transmuter,0,passive,0,,FALSE,,FALSE,,FALSE,10,,"**Start of Encounter:** Choose a terrain type to associate with your **Elemental Shift.**
- **Fire** — A character that ends their turn in Fire suffers 1d6 Piercing Damage.
- **Water** — Water is **Difficult Terrain.**
- **Air** — Characters in the area have **Concealment 2.**

When you perform the *Basic* **Refocus Action,** you may choose a different terrain type.",FALSE,FALSE,
transmuter-terrain-transmutation,Terrain Transmutation,transmuter,0,1,1,Range 4,FALSE,,FALSE,,FALSE,10,spell,"Choose a **Size 1 Area** centered on target tile. For the rest of the encounter or until you perform this **Action** again, that area becomes the terrain type associated with your **Elemental Shift.**",FALSE,FALSE,
transmuter-stable,Stable,transmuter,0,passive,0,,FALSE,,FALSE,,FALSE,10,,Your movement ignores **Difficult Terrain.**,FALSE,FALSE,
transmuter-ultimate,Ultimate: Alchemical Eruption,transmuter,0,3,0,,FALSE,,FALSE,,FALSE,10,"heroic,ultimate,spell","Choose three **Size 1 Areas** or one **Size 2 Area** centered on tiles within **Range 12.** The areas can't overlap. Each chosen area becomes a terrain type of your choice from among those available to your **Elemental Shift.**

For the rest of the encounter, as you perform **Terrain Transmutation,** you may change the type associated with your **Elemental Shift.** Additionally, your **Elemental Shift** has access to the following special terrain types:

- **Orichalcum:** A character that begins a turn in Orichalcum gains **1 AP.**
- **Acid:** A character in Acid is **Sundered.**
- **Ice:** A character that enters the terrain from any direction during a non-Teleport Movement ends that Movement, loses all remaining Movement from that action or effect, then suffers involuntary movement in that direction until they are no longer on an Ice tile or they collide. This involuntary movement doesn't trigger Traps or other abilities.",FALSE,FALSE,
transmuter-heroic-cloudkill,Cloudkill,transmuter,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"The **Area** created by **Rolling Amber** is **Difficult Terrain** and its edge blocks **Line of Effect.** *(Range can't be drawn through it, into it from outside, or outside of it from inside.)*

When you perform **Rolling Amber, Spend 1 Inspiration:** Characters in the area make an additional **Resistance Roll** against the **Action's** effect immediately. *(As if they'd just begun their turns.)*",FALSE,TRUE,
transmuter-heroic-adept-of-motion,Adept of Motion,transmuter,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"If you would **Push** or **Pull** a character, instead, you move that character that far in any direction.  You have **Teleport Ally**.",FALSE,TRUE,
transmuter-heroic-adept-of-motion-special,Adept of Motion: Teleport Ally,transmuter,0,0,0,Range 3,FALSE,,FALSE,,FALSE,10,"special,heroic,limitencounter",**1/Encounter — Spend 1 Inspiration:** Teleport yourself or an allied character within **Range** to a target free tile within **Range.**,FALSE,TRUE,transmuter-heroic-adept-of-motion
transmuter-heroic-spikes,Spikes,transmuter,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,When a character becomes affected by **Difficult Terrain** you created: That character suffers **3 Piercing Damage.** A character can only take this damage **1/Round.** *(No roll. A character becomes affected by Difficult Terrain when it causes them to spend additional movement.)*,FALSE,TRUE,
transmuter-heroic-master-controller,Master Controller,transmuter,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,"During each of your turns, the first *Spell* **Action** you perform that targets a tile or space has **AP Cost -1** *(min. 1)*.",FALSE,TRUE,
transmuter-heroic-master-of-boundaries,Master of Boundaries,transmuter,0,passive,0,,FALSE,,FALSE,,FALSE,10,heroic,**Create Wall** targets a fourth tile. Objects you create have **+2 HP.** You have **Master of Boundaries: Create**.,FALSE,TRUE,
transmuter-heroic-master-of-boundaries-special,Master of Boundaries: Create,transmuter,0,0,0,Range 5,FALSE,,FALSE,,FALSE,10,"special,heroic,limitencounter",**1/Encounter:** Create a **Wall** in a target free tile within **Range.** It's a **Destructible Obstruction** with [tier]+8 HP and **Elevation 3.**,FALSE,TRUE,transmuter-heroic-master-of-boundaries
transmuter-mold-earth,Mold Earth,transmuter,1,1,1,Range 8,FALSE,,FALSE,,FALSE,10,spell,"Choose one:
- For the rest of the encounter, target free tile becomes **Difficult Terrain.**
- For the rest of the encounter, target tile that's **Difficult Terrain** becomes normal terrain.",FALSE,FALSE,
transmuter-explosive-runes,Explosive Runes,transmuter,1,passive,0,,FALSE,,FALSE,,FALSE,10,trap,When a hostile character triggers your **Trap:** That character suffers **3 Damage.** *(No roll.)*,FALSE,FALSE,
transmuter-outmaneuver,Outmaneuver,transmuter,1,passive,0,,FALSE,,FALSE,,FALSE,10,,"Each turn, your first **Attack Action** has **+1 Advantage** against targets in **Difficult Terrain.**",FALSE,FALSE,
transmuter-elemental-seal,Elemental Seal,transmuter,1,1,2,Range 4,FALSE,,FALSE,,TRUE,10+[tier],"trap,spell,limitround","Perform **Elemental Seal** only while you have fewer than [tier]+1 **Elemental Seals** in play.

An **Elemental Seal** is armed at the start of your next turn and activates when a hostile character becomes adjacent while armed.

**Effect:** The **Trap** detonates in a **Size 1 Area.** Characters in that area make a **Resistance Roll,** suffering **2[mag] Damage** and becoming **Slowed 1.** A character that **Resists** suffers half damage and isn't slowed.",FALSE,FALSE,
transmuter-elemental-sparks,Elemental Sparks,transmuter,2,2,3,Range 4,TRUE,[mag]+1,FALSE,,FALSE,10,"ranged,spell,attack,limitround","**Flurry** — Target up to three characters. *(Make a separate Attack Roll for each.)*

**On Damage:** The target character suffers **Push 1.**",FALSE,FALSE,
transmuter-levitate,Levitate,transmuter,2,1,2,,FALSE,,FALSE,,FALSE,10,"support,spell",You or an adjacent allied character is **Flying** during voluntary Movement until the end of that character's next turn.,FALSE,FALSE,
transmuter-kinesis,Kinesis,transmuter,2,1,1,Range 3,FALSE,,FALSE,,TRUE,10+[tier],spell,"Target hostile character in **Range** makes a **Resistance Roll** or suffers **Push 2** and becomes **Prone.**

**Resist:** **Push 1.**

A **Prone** character always **Resists Kinesis.**",FALSE,FALSE,
transmuter-phantom-tether,Phantom Tether,transmuter,3,2,2,Range 4,TRUE,[mag]+4,FALSE,,FALSE,10,"ranged,spell,attack","**Flurry**

**On Hit:** Until the start of your next turn, if the target performs a **Movement Action** and moves closer to you, that character suffers **[mag]+4 Damage.** *(No roll.)*",FALSE,FALSE,
transmuter-create-wall,Create Wall,transmuter,3,2,3,Range 4,FALSE,,FALSE,,FALSE,10,spell,"Target three free contiguous tiles, where each tile shares an edge with the previous tile. Create **Walls,** **Destructible Obstructions** with [tier]+8 HP in those tiles. Tiles obstructed this way have **Elevation 3.**",FALSE,FALSE,
transmuter-gravity-well,Gravity Well,transmuter,3,2,4,Range 3,FALSE,,FALSE,,TRUE,10,spell,"Characters in a **Size 2 Area** centered on the target tile make a **Resistance Roll.**

A character that fails the **Resistance Roll** is **Teleported** as close to the center of the area as possible. *(You choose the order in which characters are moved.)*",FALSE,FALSE,
transmuter-sacred-geometry,Sacred Geometry,transmuter,4,passive,0,,FALSE,,FALSE,,FALSE,10,,"At the end of your turn, if you are adjacent to exactly two obstructed tiles: **Recover 2 Focus.**",FALSE,FALSE,
transmuter-rolling-amber,Rolling Amber,transmuter,4,2,4,Range 4,FALSE,,FALSE,,FALSE,10,spell,"Create **Rolling Amber,** a **Size 1 Area** centered on target tile. It lasts until the end of your next turn.

When a character begins their turn in the area or moves into the area for the first time during their turn: That character makes a **Resistance Roll** or suffers **1d6+[tier] Damage,** or half on a **Resist.** If the character triggered this effect by moving into the area, that movement ends and remaining movement from that effect is lost.

**(1ap) Sustain — Focus Cost: 1:** You may move the area one tile in any direction.",FALSE,FALSE,
transmuter-erupting-earth,Erupting Earth,transmuter,4,2,2,,FALSE,,FALSE,,FALSE,10,"spell,limitencounter",For the rest of the encounter: You have the **Stalagmite** Reaction.,FALSE,FALSE,
transmuter-stalagmite,Erupting Earth: Stalagmite,transmuter,4,reaction,0,Range 2,FALSE,,FALSE,,FALSE,10,"special,reaction","**2/Encounter — Condition:** A hostile character attempts to move into a free tile within **Range 2.**

**Effect:** Create a **Wall,** a **Destructible Obstruction** with [tier]+8 HP in that tile. A tile obstructed this way has **Elevation 3.** The triggering movement is prevented, and any movement remaining from that effect is lost.",FALSE,FALSE,transmuter-erupting-earth
transmuter-reflecting-pool,Reflecting Pool,transmuter,5,2,4,Range 6,FALSE,,FALSE,,FALSE,10,"support,spell,limitencounter","Create a **Reflecting Pool,** a **Size 1 Area** centered on target tile. It lasts for the rest of the encounter.

While in a **Reflecting Pool,** allied characters have:

**(1 AP) - 1/Round:** Perform the last non-Ultimate, non-Summon, non-Reflecting Pool **Action** you performed. It's a **Free Action (0ap)** with **Focus Cost 0** that deals half damage, deals no bonus damage, and can't generate AP or reduce AP Costs. It has **Flurry** if it's an **Attack** and is considered to be charged if it's a **Charged** ability. Any **Inspiration Cost** must still be paid. Usage limits are ignored. *(Such as x/turn, x/round, or x/encounter.)*",FALSE,FALSE,
